"item","qty","gross_sales","product_sales","discounts","tax","type","name","purchase_date"
"Kuro - Magician Hat",1,38.86,41.47,-6.75,3.53,"Kuro","Magician Hat",2024-06-11
"Bear - Prism",1,43.18,46.07,-7.5,3.93,"Bear","Prism",2024-06-11
"SP - Rabbit Trainer",1,42.5,46.14,-7.5,3.86,"SP","Rabbit Trainer",2024-06-11
"Mermaid",1,30.23,32.25,-5.25,2.75,"Mermaid","Mermaid",2024-06-11
"Bear Brick - Heart Rainbow",1,45,40.91,0,4.09,"Bear Brick","Heart Rainbow",2024-06-10
"SP - Rabbit Trainer",1,50,45.45,0,4.55,"SP","Rabbit Trainer",2024-06-10
"Angel - Sleeping",1,50.8,45.38,0,4.62,"Angel","Sleeping",2024-06-10
"Squid game",1,40.64,36.31,0,3.69,"Squid game","Squid game",2024-06-10
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-06-10
"Mini Picture",1,27.43,24.51,0,2.49,"Mini Picture","Mini Picture",2024-06-10
"Pot Lady - Large",1,55.88,49.92,0,5.08,"Pot Lady","Large",2024-06-10
"Marvel",1,50,45.45,0,4.55,"Marvel","Marvel",2024-06-10
"Mini Picture",1,27.43,24.51,0,2.49,"Mini Picture","Mini Picture",2024-06-10
"Bear Brick - Rainbow",1,45.72,40.84,0,4.16,"Bear Brick","Rainbow",2024-06-10
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-06-10
"Bear Brick - Rainbow",1,45.72,40.84,0,4.16,"Bear Brick","Rainbow",2024-06-10
"Lotso Bear - Mini Lotso Bear",1,40.64,36.3,0,3.7,"Lotso Bear","Mini Lotso Bear",2024-06-10
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-06-10
"SP - Rabbit Trainer",1,50.8,45.38,0,4.62,"SP","Rabbit Trainer",2024-06-10
"Bear Brick - Heart Rainbow",1,45.72,40.85,0,4.15,"Bear Brick","Heart Rainbow",2024-06-10
"Lotso Bear - (waving)",1,45.72,40.84,0,4.16,"Lotso Bear","(waving)",2024-06-10
"Pot Lady - Large",1,55.88,49.92,0,5.08,"Pot Lady","Large",2024-06-10
"Bear Brick - Rainbow",1,45.72,40.84,0,4.16,"Bear Brick","Rainbow",2024-06-10
"Pokemon - Ice Cream",2,80,72.73,0,7.27,"Pokemon","Ice Cream",2024-06-10
"Unicorn (Pony)",1,35,31.82,0,3.18,"Unicorn (Pony)","Unicorn (Pony)",2024-06-10
"Mermaid",1,35,31.82,0,3.18,"Mermaid","Mermaid",2024-06-10
"Kuro - Magician Hat",1,45.72,40.84,0,4.16,"Kuro","Magician Hat",2024-06-10
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-06-10
"Bear - Prism",1,50.8,45.38,0,4.62,"Bear","Prism",2024-06-10
"Kuro - Dragon",1,45.72,40.84,0,4.16,"Kuro","Dragon",2024-06-10
"Lotso Bear - (waving)",1,45,40.91,0,4.09,"Lotso Bear","(waving)",2024-06-10
"Bear Brick - Heart",1,45.72,40.84,0,4.16,"Bear Brick","Heart",2024-06-10
"Bear Brick - Heart",1,45.72,40.84,0,4.16,"Bear Brick","Heart",2024-06-10
"Bear Brick - Heart",1,45.72,40.85,0,4.15,"Bear Brick","Heart",2024-06-10
"Bear Brick - Heart",1,45.72,40.84,0,4.16,"Bear Brick","Heart",2024-06-10
"Kuro - Clown Hat",1,45.72,40.84,0,4.16,"Kuro","Clown Hat",2024-06-10
"Kuro - Clown Hat",1,45.72,40.84,0,4.16,"Kuro","Clown Hat",2024-06-10
"Bear - Prism",1,50.8,45.38,0,4.62,"Bear","Prism",2024-06-10
"Squid game",1,40.64,36.31,0,3.69,"Squid game","Squid game",2024-06-10
"Kuro - Dragon",1,41.15,41.26,-4.5,3.74,"Kuro","Dragon",2024-06-10
"Lotso Bear - Mini Lotso Bear",1,36.57,36.67,-4,3.33,"Lotso Bear","Mini Lotso Bear",2024-06-10
"Lotso Bear - Mini Lotso Bear",1,45.72,40.84,0,4.16,"Lotso Bear","Mini Lotso Bear",2024-06-10
"Kuro - Magician Hat",1,45,40.91,0,4.09,"Kuro","Magician Hat",2024-06-10
"Bear Brick - Heart Rainbow",1,45.72,40.84,0,4.16,"Bear Brick","Heart Rainbow",2024-06-10
"Bear Brick - Heart",1,45.72,40.84,0,4.16,"Bear Brick","Heart",2024-06-10
"baa baa sheep",2,81.28,72.61,0,7.39,"baa baa sheep","baa baa sheep",2024-06-10
"Bear - Prism",1,50.8,45.38,0,4.62,"Bear","Prism",2024-06-10
"Lotso Bear - (waving)",1,45.72,40.85,0,4.15,"Lotso Bear","(waving)",2024-06-10
"Kuro - Dragon",1,45.72,40.85,0,4.15,"Kuro","Dragon",2024-06-10
"Marvel",1,50.8,45.38,0,4.62,"Marvel","Marvel",2024-06-10
"Cat - Milk Bottle",1,45.72,40.84,0,4.16,"Cat","Milk Bottle",2024-06-10
"Mini Picture",1,27.43,24.51,0,2.49,"Mini Picture","Mini Picture",2024-06-10
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-10
"Mermaid",1,35,31.82,0,3.18,"Mermaid","Mermaid",2024-06-10
"Bear Brick - Heart Rainbow",1,45,40.91,0,4.09,"Bear Brick","Heart Rainbow",2024-06-10
"Teddy with Tote",1,40,36.36,0,3.64,"Teddy with Tote","Teddy with Tote",2024-06-10
"Mini Plate",1,25,22.73,0,2.27,"Mini Plate","Mini Plate",2024-06-10
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-10
"Mini Plate",1,25,22.73,0,2.27,"Mini Plate","Mini Plate",2024-06-10
"Mermaid",1,35,31.82,0,3.18,"Mermaid","Mermaid",2024-06-10
"Teddy with Tote",1,40,36.36,0,3.64,"Teddy with Tote","Teddy with Tote",2024-06-10
"Pokemon - Ice Cream",2,81.28,72.61,0,7.39,"Pokemon","Ice Cream",2024-06-10
"Mini Plate",1,25,22.73,0,2.27,"Mini Plate","Mini Plate",2024-06-10
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-10
"Mini Plate",1,25,22.73,0,2.27,"Mini Plate","Mini Plate",2024-06-10
"SP - Rabbit Trainer",1,50.8,45.38,0,4.62,"SP","Rabbit Trainer",2024-06-10
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-06-10
"Bear Brick - Heart",1,45.72,40.84,0,4.16,"Bear Brick","Heart",2024-06-10
"Mermaid",1,35.56,31.77,0,3.23,"Mermaid","Mermaid",2024-06-10
"Kuro - Magician Hat",1,45.72,40.84,0,4.16,"Kuro","Magician Hat",2024-06-10
"SP - Rabbit Trainer",1,50.8,45.38,0,4.62,"SP","Rabbit Trainer",2024-06-10
"Bear Brick - Heart Rainbow",1,45.72,40.85,0,4.15,"Bear Brick","Heart Rainbow",2024-06-10
"SP - Rabbit Trainer",1,50.8,45.38,0,4.62,"SP","Rabbit Trainer",2024-06-10
"Mermaid",1,35.56,31.77,0,3.23,"Mermaid","Mermaid",2024-06-10
"Kuro - Evil",1,50.8,45.38,0,4.62,"Kuro","Evil",2024-06-10
"SP - Rabbit Trainer",1,45,45.91,-5,4.09,"SP","Rabbit Trainer",2024-06-10
"SP - Rabbit Trainer",1,40.5,41.32,-4.5,3.68,"SP","Rabbit Trainer",2024-06-10
"Teddy with Tote",1,40,36.36,0,3.64,"Teddy with Tote","Teddy with Tote",2024-06-10
"Minion",1,40,36.37,0,3.63,"Minion","Minion",2024-06-10
"Bear - Prism",1,50.8,45.38,0,4.62,"Bear","Prism",2024-06-10
"Pot Lady - Large",1,55.88,49.92,0,5.08,"Pot Lady","Large",2024-06-10
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-06-10
"Teddy with Tote",1,40,36.37,0,3.63,"Teddy with Tote","Teddy with Tote",2024-06-10
"Mini Plate",3,75,68.18,0,6.82,"Mini Plate","Mini Plate",2024-06-10
"Kuro - Magician Hat",1,45.72,40.84,0,4.16,"Kuro","Magician Hat",2024-06-10
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-06-10
"Unicorn (Pony)",1,35.56,31.76,0,3.24,"Unicorn (Pony)","Unicorn (Pony)",2024-06-10
"Teddy with Tote",1,40.64,36.31,0,3.69,"Teddy with Tote","Teddy with Tote",2024-06-10
"Kuro - Bowtied",1,45.72,40.84,0,4.16,"Kuro","Bowtied",2024-06-10
"Mini Plate",2,50.8,45.38,0,4.62,"Mini Plate","Mini Plate",2024-06-09
"Mini Plate",1,22.86,22.92,-2.5,2.08,"Mini Plate","Mini Plate",2024-06-09
"Mini Plate",1,22.86,22.92,-2.5,2.08,"Mini Plate","Mini Plate",2024-06-09
"Squid game",1,36.58,36.67,-4,3.33,"Squid game","Squid game",2024-06-09
"Teddy with Tote",1,40.64,36.31,0,3.69,"Teddy with Tote","Teddy with Tote",2024-06-09
"Marvel",1,50.8,45.38,0,4.62,"Marvel","Marvel",2024-06-09
"Teddy with Tote",1,40.64,36.31,0,3.69,"Teddy with Tote","Teddy with Tote",2024-06-09
"Kuro - Magician Hat",1,45.72,40.84,0,4.16,"Kuro","Magician Hat",2024-06-09
"Teddy with Tote",1,40.64,36.3,0,3.7,"Teddy with Tote","Teddy with Tote",2024-06-09
"Bear - Prism",1,50.8,45.38,0,4.62,"Bear","Prism",2024-06-09
"Kuro - Bowtied",1,45.72,40.84,0,4.16,"Kuro","Bowtied",2024-06-09
"Minion",1,40.64,36.31,0,3.69,"Minion","Minion",2024-06-09
"Unicorn (Pony)",1,35.56,31.77,0,3.23,"Unicorn (Pony)","Unicorn (Pony)",2024-06-09
"Resting Sloth",1,30.48,27.23,0,2.77,"Resting Sloth","Resting Sloth",2024-06-09
"Teddy with Tote",2,81.28,72.61,0,7.39,"Teddy with Tote","Teddy with Tote",2024-06-09
"Pot Lady - Large",1,55.88,49.92,0,5.08,"Pot Lady","Large",2024-06-09
"Monster - small",1,45.72,40.84,0,4.16,"Monster","small",2024-06-09
"Kuro - Bowtied",1,45.72,40.84,0,4.16,"Kuro","Bowtied",2024-06-09
"Kuro - Evil",1,50.8,45.38,0,4.62,"Kuro","Evil",2024-06-09
"Squid game",1,40.64,36.31,0,3.69,"Squid game","Squid game",2024-06-09
"Monster - small",2,91.44,81.69,0,8.31,"Monster","small",2024-06-09
"Mini Plate",2,50.8,45.38,0,4.62,"Mini Plate","Mini Plate",2024-06-09
"Mini Plate",2,50.8,45.38,0,4.62,"Mini Plate","Mini Plate",2024-06-09
"Resting Sloth",1,30.48,27.23,0,2.77,"Resting Sloth","Resting Sloth",2024-06-09
"Pokemon - Ice Cream",2,81.28,72.61,0,7.39,"Pokemon","Ice Cream",2024-06-09
"Monster - small",2,91.44,81.69,0,8.31,"Monster","small",2024-06-09
"Resting Sloth",1,30.48,27.23,0,2.77,"Resting Sloth","Resting Sloth",2024-06-09
"Teddy with Tote",1,40.64,36.31,0,3.69,"Teddy with Tote","Teddy with Tote",2024-06-09
"Monster - small",1,45.72,40.84,0,4.16,"Monster","small",2024-06-09
"Bear - Prism",1,50.8,45.38,0,4.62,"Bear","Prism",2024-06-09
"Cat on Duck",1,45.72,40.84,0,4.16,"Cat on Duck","Cat on Duck",2024-06-09
"Pot Lady - Large",1,55.88,49.92,0,5.08,"Pot Lady","Large",2024-06-09
"Teddy with Tote",1,40.64,36.31,0,3.69,"Teddy with Tote","Teddy with Tote",2024-06-09
"SP - Gold Hat",1,50.8,45.38,0,4.62,"SP","Gold Hat",2024-06-09
"Cat on Duck",1,45.72,40.84,0,4.16,"Cat on Duck","Cat on Duck",2024-06-09
"Cat on Duck",1,45.72,40.84,0,4.16,"Cat on Duck","Cat on Duck",2024-06-09
"Cat on Duck",1,45.72,40.84,0,4.16,"Cat on Duck","Cat on Duck",2024-06-09
"Minion",1,40.64,36.31,0,3.69,"Minion","Minion",2024-06-09
"Teddy with Tote",2,81.28,72.61,0,7.39,"Teddy with Tote","Teddy with Tote",2024-06-09
"Kuro - Dragon",1,45,40.91,0,4.09,"Kuro","Dragon",2024-06-09
"Bear Brick - Rainbow",1,45,40.91,0,4.09,"Bear Brick","Rainbow",2024-06-09
"Teddy with Tote",1,40.64,36.3,0,3.7,"Teddy with Tote","Teddy with Tote",2024-06-09
"Kuro - Evil",1,50.8,45.38,0,4.62,"Kuro","Evil",2024-06-09
"Monster - small",1,45.72,40.84,0,4.16,"Monster","small",2024-06-09
"SP - Rabbit Trainer",1,50.8,45.38,0,4.62,"SP","Rabbit Trainer",2024-06-09
"SP - Rabbit Trainer",1,45.72,40.85,0,4.15,"SP","Rabbit Trainer",2024-06-09
"Resting Sloth",1,30.48,27.23,0,2.77,"Resting Sloth","Resting Sloth",2024-06-09
"Resting Sloth",1,45.72,40.84,0,4.16,"Resting Sloth","Resting Sloth",2024-06-09
"Sheep - Large",1,60.96,54.46,0,5.54,"Sheep - Large","Sheep - Large",2024-06-09
"Pot Lady - Large",1,55.88,49.92,0,5.08,"Pot Lady","Large",2024-06-09
"Bear - Prism",1,50.8,45.38,0,4.62,"Bear","Prism",2024-06-09
"SP - Gold Hat",1,50.8,45.38,0,4.62,"SP","Gold Hat",2024-06-09
"Teddy with Tote",1,40.64,36.31,0,3.69,"Teddy with Tote","Teddy with Tote",2024-06-09
"Monster - small",1,45.72,40.84,0,4.16,"Monster","small",2024-06-09
"Bear - Prism",1,50.8,45.38,0,4.62,"Bear","Prism",2024-06-09
"SP - Rabbit Trainer",1,50.8,45.38,0,4.62,"SP","Rabbit Trainer",2024-06-09
"Pot Lady - Large",1,55.88,49.92,0,5.08,"Pot Lady","Large",2024-06-09
"Mermaid",1,35.56,31.77,0,3.23,"Mermaid","Mermaid",2024-06-09
"Cat on Duck",1,41.15,41.26,-4.5,3.74,"Cat on Duck","Cat on Duck",2024-06-09
"Teddy with Tote",1,40.64,36.31,0,3.69,"Teddy with Tote","Teddy with Tote",2024-06-09
"baa baa sheep",2,81.28,72.61,0,7.39,"baa baa sheep","baa baa sheep",2024-06-09
"Teddy with Tote",1,40,36.36,0,3.64,"Teddy with Tote","Teddy with Tote",2024-06-09
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-09
"Cat on Duck",1,45.72,40.84,0,4.16,"Cat on Duck","Cat on Duck",2024-06-09
"Cat on Duck",1,45.72,40.84,0,4.16,"Cat on Duck","Cat on Duck",2024-06-09
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-09
"Mini Plate",2,50.8,45.38,0,4.62,"Mini Plate","Mini Plate",2024-06-09
"Marvel",1,50.8,45.38,0,4.62,"Marvel","Marvel",2024-06-09
"Monster - small",1,45.72,40.84,0,4.16,"Monster","small",2024-06-09
"Resting Sloth",1,30.48,27.23,0,2.77,"Resting Sloth","Resting Sloth",2024-06-09
"Marvel",1,50.8,45.38,0,4.62,"Marvel","Marvel",2024-06-09
"Marvel",1,45.72,40.84,0,4.16,"Marvel","Marvel",2024-06-09
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-06-09
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-09
"Mini Picture",1,27,24.55,0,2.45,"Mini Picture","Mini Picture",2024-06-09
"Mini Picture",1,27,24.55,0,2.45,"Mini Picture","Mini Picture",2024-06-09
"Mini Picture",1,27.43,24.51,0,2.49,"Mini Picture","Mini Picture",2024-06-09
"Mini Plate",1,25,22.73,0,2.27,"Mini Plate","Mini Plate",2024-06-09
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-09
"Resting Sloth",1,30.48,27.23,0,2.77,"Resting Sloth","Resting Sloth",2024-06-09
"Minion",1,40.64,36.31,0,3.69,"Minion","Minion",2024-06-09
"Bear Brick - Heart Rainbow",1,45.72,40.84,0,4.16,"Bear Brick","Heart Rainbow",2024-06-09
"Kuro - Evil",1,50.8,45.38,0,4.62,"Kuro","Evil",2024-06-09
"Lotso Bear - Mini Lotso Bear",1,40.64,36.31,0,3.69,"Lotso Bear","Mini Lotso Bear",2024-06-09
"baa baa sheep",1,40.64,36.3,0,3.7,"baa baa sheep","baa baa sheep",2024-06-09
"Bear - Prism",1,50.8,45.38,0,4.62,"Bear","Prism",2024-06-09
"Teddy with Tote",1,40.64,36.31,0,3.69,"Teddy with Tote","Teddy with Tote",2024-06-09
"Bear - Prism",1,50.8,45.38,0,4.62,"Bear","Prism",2024-06-09
"Teddy with Tote",1,40,36.36,0,3.64,"Teddy with Tote","Teddy with Tote",2024-06-09
"Teddy with Tote",1,40,36.36,0,3.64,"Teddy with Tote","Teddy with Tote",2024-06-09
"Teddy with Tote",1,40.64,36.31,0,3.69,"Teddy with Tote","Teddy with Tote",2024-06-09
"Marvel",1,50.8,45.38,0,4.62,"Marvel","Marvel",2024-06-09
"Minion",1,40.64,36.31,0,3.69,"Minion","Minion",2024-06-09
"Bear Brick - Heart",1,45.72,40.84,0,4.16,"Bear Brick","Heart",2024-06-09
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-09
"Teddy with Tote",1,40,36.36,0,3.64,"Teddy with Tote","Teddy with Tote",2024-06-09
"Teddy with Tote",1,40.64,36.31,0,3.69,"Teddy with Tote","Teddy with Tote",2024-06-09
"Pot Lady - Large",1,55.88,49.92,0,5.08,"Pot Lady","Large",2024-06-08
"Marvel",1,50.8,45.38,0,4.62,"Marvel","Marvel",2024-06-08
"Resting Sloth",2,60.96,54.46,0,5.54,"Resting Sloth","Resting Sloth",2024-06-08
"Pot Lady - Large",1,55.88,49.92,0,5.08,"Pot Lady","Large",2024-06-08
"Kuro - Bowtied",1,45.72,40.84,0,4.16,"Kuro","Bowtied",2024-06-08
"Kuro - Bowtied",1,45.72,40.85,0,4.15,"Kuro","Bowtied",2024-06-08
"Mini Plate",2,50.8,45.38,0,4.62,"Mini Plate","Mini Plate",2024-06-08
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-06-08
"Minion",1,40.64,36.31,0,3.69,"Minion","Minion",2024-06-08
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-08
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-08
"Kuro - Evil",1,50.8,45.38,0,4.62,"Kuro","Evil",2024-06-08
"Marvel",1,50.8,45.38,0,4.62,"Marvel","Marvel",2024-06-08
"Lotso Bear - Mini Lotso Bear",1,40.64,36.31,0,3.69,"Lotso Bear","Mini Lotso Bear",2024-06-08
"Lotso Bear - Mini Lotso Bear",1,45.72,40.84,0,4.16,"Lotso Bear","Mini Lotso Bear",2024-06-08
"Sheep - Large",1,60.96,54.46,0,5.54,"Sheep - Large","Sheep - Large",2024-06-08
"Kuro - Evil",1,50.8,45.38,0,4.62,"Kuro","Evil",2024-06-08
"Squid game",1,40.64,36.3,0,3.7,"Squid game","Squid game",2024-06-08
"Bear Brick - Rainbow",1,45.72,40.84,0,4.16,"Bear Brick","Rainbow",2024-06-08
"Bear Brick - Rainbow",1,45.72,40.84,0,4.16,"Bear Brick","Rainbow",2024-06-08
"baa baa sheep",1,40.64,36.3,0,3.7,"baa baa sheep","baa baa sheep",2024-06-08
"Squid game",1,40.64,36.31,0,3.69,"Squid game","Squid game",2024-06-08
"Bear Brick - OG",1,45.72,40.84,0,4.16,"Bear Brick","OG",2024-06-08
"Bear Brick - OG",1,45.72,40.84,0,4.16,"Bear Brick","OG",2024-06-08
"Chicken Mama - 1",1,40.64,36.31,0,3.69,"Chicken Mama","1",2024-06-08
"Lotso Bear - Mini Lotso Bear",1,40.64,36.3,0,3.7,"Lotso Bear","Mini Lotso Bear",2024-06-08
"Resting Sloth",1,30.48,27.23,0,2.77,"Resting Sloth","Resting Sloth",2024-06-08
"Squid game",1,40.64,36.3,0,3.7,"Squid game","Squid game",2024-06-08
"Resting Sloth",2,60.96,54.46,0,5.54,"Resting Sloth","Resting Sloth",2024-06-08
"Kuro - Dragon",1,45.72,40.84,0,4.16,"Kuro","Dragon",2024-06-08
"Stitch - Tiger Hat",1,45.72,40.85,0,4.15,"Stitch","Tiger Hat",2024-06-08
"SP - Rabbit Trainer",1,50.8,45.38,0,4.62,"SP","Rabbit Trainer",2024-06-08
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-08
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-08
"Kuro - Evil",1,50.8,45.38,0,4.62,"Kuro","Evil",2024-06-08
"Minion",1,40.64,36.3,0,3.7,"Minion","Minion",2024-06-08
"Lotso Bear - Mini Lotso Bear",1,40.64,36.31,0,3.69,"Lotso Bear","Mini Lotso Bear",2024-06-08
"Bear Brick - OG",1,45.72,40.84,0,4.16,"Bear Brick","OG",2024-06-08
"Bear Brick - OG",1,45.72,40.84,0,4.16,"Bear Brick","OG",2024-06-08
"Kuro - Magician Hat",1,45.72,40.84,0,4.16,"Kuro","Magician Hat",2024-06-08
"Bear Brick - OG",1,45.72,40.84,0,4.16,"Bear Brick","OG",2024-06-08
"Chicken Mama - 1",1,40.64,36.31,0,3.69,"Chicken Mama","1",2024-06-08
"Pokemon - Ice Cream",2,81.28,72.61,0,7.39,"Pokemon","Ice Cream",2024-06-08
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-06-08
"Pokemon - Ice Cream",1,45.72,40.84,0,4.16,"Pokemon","Ice Cream",2024-06-08
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-08
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-06-08
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-08
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-08
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-08
"Lotso Bear - Mini Lotso Bear",1,40.64,36.31,0,3.69,"Lotso Bear","Mini Lotso Bear",2024-06-08
"Lotso Bear - Mini Lotso Bear",1,40.64,36.31,0,3.69,"Lotso Bear","Mini Lotso Bear",2024-06-08
"Pot Lady - Large",1,55.88,49.92,0,5.08,"Pot Lady","Large",2024-06-08
"Astro Bear",1,50.8,45.38,0,4.62,"Astro Bear","Astro Bear",2024-06-08
"Bear Brick - OG",1,45.72,40.85,0,4.15,"Bear Brick","OG",2024-06-08
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-08
"Bear Brick - Rainbow",1,45.72,40.84,0,4.16,"Bear Brick","Rainbow",2024-06-08
"Kuro - Evil",1,50.8,45.38,0,4.62,"Kuro","Evil",2024-06-08
"Marvel",1,50.8,45.38,0,4.62,"Marvel","Marvel",2024-06-08
"Chicken Mama - 1",1,40.64,36.31,0,3.69,"Chicken Mama","1",2024-06-08
"Astro Bear",1,50.8,45.38,0,4.62,"Astro Bear","Astro Bear",2024-06-08
"Marvel",1,50.8,45.38,0,4.62,"Marvel","Marvel",2024-06-08
"Marvel",1,45.72,40.84,0,4.16,"Marvel","Marvel",2024-06-08
"Resting Sloth",1,30.48,27.23,0,2.77,"Resting Sloth","Resting Sloth",2024-06-08
"SP - Rabbit Trainer",1,50.8,45.38,0,4.62,"SP","Rabbit Trainer",2024-06-08
"Marvel",1,50.8,45.38,0,4.62,"Marvel","Marvel",2024-06-08
"Marvel",1,50.8,45.38,0,4.62,"Marvel","Marvel",2024-06-08
"Lotso Bear - Mini Lotso Bear",1,40.64,36.31,0,3.69,"Lotso Bear","Mini Lotso Bear",2024-06-08
"Bear Brick - OG",1,45.72,40.84,0,4.16,"Bear Brick","OG",2024-06-08
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-06-08
"Pokemon - Ice Cream",1,45.72,40.84,0,4.16,"Pokemon","Ice Cream",2024-06-08
"Pokemon - Ice Cream",1,45.72,40.84,0,4.16,"Pokemon","Ice Cream",2024-06-08
"Chicken Mama - 1",1,40.64,36.31,0,3.69,"Chicken Mama","1",2024-06-08
"Cat - Milk Bottle",1,45.72,40.84,0,4.16,"Cat","Milk Bottle",2024-06-08
"Kuro - Eclipse",1,45.72,40.84,0,4.16,"Kuro","Eclipse",2024-06-08
"Kuro - Eclipse",1,45.72,40.84,0,4.16,"Kuro","Eclipse",2024-06-08
"Kuro - Evil",1,50.8,45.38,0,4.62,"Kuro","Evil",2024-06-08
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-06-08
"Lotso Bear - Mini Lotso Bear",1,40.64,36.31,0,3.69,"Lotso Bear","Mini Lotso Bear",2024-06-08
"Resting Sloth",1,30.48,27.23,0,2.77,"Resting Sloth","Resting Sloth",2024-06-08
"Minion",1,40,36.36,0,3.64,"Minion","Minion",2024-06-08
"Angel - Sleeping",1,50.8,45.38,0,4.62,"Angel","Sleeping",2024-06-08
"Lotso Bear - Mini Lotso Bear",1,40.64,36.31,0,3.69,"Lotso Bear","Mini Lotso Bear",2024-06-08
"Stitch - Tiger Hat",1,45,40.91,0,4.09,"Stitch","Tiger Hat",2024-06-07
"Marvel",1,50,45.45,0,4.55,"Marvel","Marvel",2024-06-07
"Bear Brick - Rainbow",1,45.72,40.84,0,4.16,"Bear Brick","Rainbow",2024-06-07
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-06-07
"SP - Rabbit Trainer",1,50.8,45.38,0,4.62,"SP","Rabbit Trainer",2024-06-07
"Resting Sloth",1,30.48,27.23,0,2.77,"Resting Sloth","Resting Sloth",2024-06-07
"Mini Plate",1,25,22.73,0,2.27,"Mini Plate","Mini Plate",2024-06-07
"Chicken Mama - 1",1,40,36.36,0,3.64,"Chicken Mama","1",2024-06-07
"Lotso Bear - Mini Lotso Bear",1,40,36.36,0,3.64,"Lotso Bear","Mini Lotso Bear",2024-06-07
"Kuro - Magician Hat",1,45.72,40.84,0,4.16,"Kuro","Magician Hat",2024-06-07
"Kuro - Dragon",1,45.72,40.84,0,4.16,"Kuro","Dragon",2024-06-07
"SP - Lion Dance",2,142.24,127.07,0,12.93,"SP","Lion Dance",2024-06-07
"Bear Brick - Rabbit",1,45.72,40.84,0,4.16,"Bear Brick","Rabbit",2024-06-07
"Astro Bear",1,50.8,45.38,0,4.62,"Astro Bear","Astro Bear",2024-06-07
"Chicken Mama - 1",1,40.64,36.31,0,3.69,"Chicken Mama","1",2024-06-07
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-07
"Pot Lady - Large",1,55.88,49.92,0,5.08,"Pot Lady","Large",2024-06-07
"Bear Brick - Rabbit",1,45.72,40.84,0,4.16,"Bear Brick","Rabbit",2024-06-07
"Chicken Mama - 1",1,40.64,36.31,0,3.69,"Chicken Mama","1",2024-06-07
"Stitch - Tiger Hat",1,45.72,40.85,0,4.15,"Stitch","Tiger Hat",2024-06-07
"Kuro - Evil",1,50.8,45.38,0,4.62,"Kuro","Evil",2024-06-07
"Kuro - Evil",1,45.72,40.84,0,4.16,"Kuro","Evil",2024-06-07
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-06-07
"Chicken Mama - 1",1,40.64,36.31,0,3.69,"Chicken Mama","1",2024-06-07
"Chicken Mama - 1",1,45.72,40.84,0,4.16,"Chicken Mama","1",2024-06-07
